bus_id,bus_name,date,is_weekend,source,dest,operator,bus_type,capacity,seats_available,departure_time,arrival_time,duration_hours,distance_km,price,rating,is_night_service,is_direct,ai_generated
18852,VOL-18852,2026-03-07,True,Chennai,Coimbatore,Paulo Travels,Volvo AC,40,11,19:30:00,06:42:00,11.2,558,1000,4.6,False,True,False
18853,AC -18853,2026-03-07,True,Chennai,Coimbatore,HRTC,AC Seater,45,23,20:00:00,23:30:00,3.5,177,200,3.7,False,True,False
18854,AC -18854,2026-03-07,True,Chennai,Coimbatore,SR Travels,AC Sleeper,35,15,22:30:00,03:48:00,5.3,264,400,4.5,True,True,False
18855,AC -18855,2026-03-07,True,Chennai,Madurai,KSRTC,AC Sleeper,35,5,06:30:00,21:00:00,14.5,724,1050,4.2,False,True,False
18856,MUL-18856,2026-03-07,True,Chennai,Madurai,ASTC,Multi-Axle Volvo,43,42,07:30:00,14:06:00,6.6,329,650,4.3,False,True,False
18857,NON-18857,2026-03-07,True,Chennai,Madurai,RedBus Express,Non-AC Seater,50,42,09:00:00,21:12:00,12.2,610,500,4.1,False,True,False
18858,ELE-18858,2026-03-07,True,Chennai,Madurai,UPSRTC,Electric Bus,40,13,16:00:00,00:12:00,8.2,412,550,3.9,False,True,False
18859,AC -18859,2026-03-07,True,Chennai,Madurai,WBTC,AC Seater,45,28,11:30:00,02:00:00,14.5,723,750,4.0,False,True,False
18860,NON-18860,2026-03-07,True,Chennai,Madurai,BMTC,Non-AC Seater,50,7,18:00:00,22:36:00,4.6,231,200,3.6,False,True,False
18861,AC -18861,2026-03-07,True,Chennai,Madurai,Eagle Travels,AC Sleeper,35,21,20:30:00,08:24:00,11.9,596,850,4.3,False,True,False
18862,MUL-18862,2026-03-07,True,Chennai,Madurai,PRTC,Multi-Axle Volvo,43,31,00:00:00,04:00:00,4.0,202,400,4.1,True,True,False
18863,NON-18863,2026-03-07,True,Chennai,Madurai,Goa RTC,Non-AC Seater,50,42,21:00:00,12:54:00,15.9,797,650,3.6,True,True,False
18864,NON-18864,2026-03-07,True,Chennai,Trichy,Green Line,Non-AC Seater,50,14,05:30:00,18:24:00,12.9,643,500,3.8,True,True,False
18865,AC -18865,2026-03-07,True,Chennai,Trichy,RSRTC,AC Sleeper,35,17,06:00:00,13:36:00,7.6,381,550,4.2,False,True,False
18866,AC -18866,2026-03-07,True,Chennai,Trichy,National Travels,AC Semi-Sleeper,40,36,10:00:00,22:06:00,12.1,605,750,4.2,False,True,False
18867,AC -18867,2026-03-07,True,Chennai,Trichy,TSRTC,AC Semi-Sleeper,40,16,13:00:00,03:54:00,14.9,744,900,3.8,False,True,False
18868,NON-18868,2026-03-07,True,Chennai,Trichy,UPSRTC,Non-AC Sleeper,40,5,15:00:00,21:36:00,6.6,331,300,3.7,False,True,False
18869,AC -18869,2026-03-07,True,Chennai,Trichy,Jabbar Travels,AC Semi-Sleeper,40,27,17:00:00,07:12:00,14.2,711,850,4.2,False,True,False
18870,AC -18870,2026-03-07,True,Chennai,Trichy,Parveen Travels,AC Semi-Sleeper,40,35,19:30:00,23:42:00,4.2,211,250,4.2,False,True,False
18871,ELE-18871,2026-03-07,True,Chennai,Trichy,TSRTC,Electric Bus,40,26,22:00:00,06:00:00,8.0,401,500,4.2,True,True,False
18872,AC -18872,2026-03-07,True,Chennai,Trichy,Goa RTC,AC Sleeper,35,22,22:30:00,05:24:00,6.9,346,500,4.2,True,True,False
18873,MUL-18873,2026-03-07,True,Chennai,Trichy,Raj Travels,Multi-Axle Volvo,43,13,00:00:00,15:42:00,15.7,786,1550,4.6,True,True,False
18874,ELE-18874,2026-03-07,True,Chennai,Trichy,Neeta Travels,Electric Bus,40,13,23:00:00,03:12:00,4.2,212,250,4.5,True,True,False
18875,ELE-18875,2026-03-07,True,Hyderabad,Vijayawada,DTC,Electric Bus,40,34,05:00:00,14:12:00,9.2,461,600,4.3,True,True,False
18876,AC -18876,2026-03-07,True,Hyderabad,Vijayawada,Green Line,AC Seater,45,29,08:30:00,12:30:00,4.0,200,200,4.2,False,True,False
18877,AC -18877,2026-03-07,True,Hyderabad,Vijayawada,JRTC,AC Sleeper,35,18,10:00:00,15:54:00,5.9,295,400,4.1,False,True,False
18878,NON-18878,2026-03-07,True,Hyderabad,Vijayawada,Jabbar Travels,Non-AC Seater,50,44,12:00:00,23:48:00,11.8,592,450,4.1,False,True,False
18879,ELE-18879,2026-03-07,True,Hyderabad,Vijayawada,Eagle Travels,Electric Bus,40,31,14:00:00,20:48:00,6.8,339,450,4.6,False,True,False
18880,MUL-18880,2026-03-07,True,Hyderabad,Vijayawada,Green Line,Multi-Axle Volvo,43,10,20:00:00,05:06:00,9.1,456,900,4.7,False,True,False
18881,MUL-18881,2026-03-07,True,Hyderabad,Vijayawada,VRL Travels,Multi-Axle Volvo,43,29,17:30:00,20:42:00,3.2,161,300,4.6,False,True,False
18882,AC -18882,2026-03-07,True,Hyderabad,Vijayawada,PEPSU,AC Sleeper,35,20,23:30:00,10:30:00,11.0,552,800,3.9,True,True,False
18883,AC -18883,2026-03-07,True,Hyderabad,Vijayawada,Shrinath Travels,AC Semi-Sleeper,40,34,01:00:00,05:12:00,4.2,209,250,4.3,True,True,False
18884,AC -18884,2026-03-07,True,Kolkata,Siliguri,OSRTC,AC Sleeper,35,13,05:30:00,09:06:00,3.6,179,250,4.0,True,True,False
18885,AC -18885,2026-03-07,True,Kolkata,Siliguri,Raj Travels,AC Sleeper,35,23,06:30:00,20:48:00,14.3,713,1050,4.4,False,True,False
18886,AC -18886,2026-03-07,True,Kolkata,Siliguri,CSRTC,AC Sleeper,35,15,12:00:00,01:24:00,13.4,669,950,4.2,False,True,False
18887,NON-18887,2026-03-07,True,Kolkata,Siliguri,CSRTC,Non-AC Seater,50,28,15:00:00,01:48:00,10.8,540,450,3.8,False,True,False
18888,NON-18888,2026-03-07,True,Kolkata,Siliguri,Orange Travels,Non-AC Sleeper,40,23,10:30:00,14:18:00,3.8,190,200,4.2,False,True,False
18889,NON-18889,2026-03-07,True,Kolkata,Siliguri,Shrinath Travels,Non-AC Seater,50,36,18:00:00,02:42:00,8.7,435,350,4.1,False,True,False
18890,MUL-18890,2026-03-07,True,Kolkata,Siliguri,RedBus Express,Multi-Axle Volvo,43,11,19:00:00,01:48:00,6.8,341,700,4.6,False,True,False
18891,AC -18891,2026-03-07,True,Kolkata,Siliguri,OSRTC,AC Semi-Sleeper,40,16,22:30:00,05:48:00,7.3,364,450,3.9,True,True,False
18892,NON-18892,2026-03-07,True,Kolkata,Siliguri,OSRTC,Non-AC Sleeper,40,10,21:30:00,02:06:00,4.6,230,200,4.0,True,True,False
18893,AC -18893,2026-03-07,True,Kolkata,Siliguri,HRTC,AC Seater,45,31,03:00:00,14:00:00,11.0,552,550,3.9,True,True,False
18894,MUL-18894,2026-03-07,True,Kolkata,Siliguri,Green Line,Multi-Axle Volvo,43,29,21:00:00,11:18:00,14.3,715,1450,4.7,True,True,False
18895,NON-18895,2026-03-07,True,Kolkata,Siliguri,OSRTC,Non-AC Sleeper,40,11,04:00:00,08:48:00,4.8,241,250,3.8,True,True,False
18896,MUL-18896,2026-03-07,True,Kochi,Trivandrum,Raj Travels,Multi-Axle Volvo,43,22,05:00:00,12:00:00,7.0,348,700,4.8,True,True,False
18897,AC -18897,2026-03-07,True,Kochi,Trivandrum,Jabbar Travels,AC Seater,45,38,06:30:00,13:00:00,6.5,324,350,4.1,False,True,False
18898,AC -18898,2026-03-07,True,Kochi,Trivandrum,Shrinath Travels,AC Sleeper,35,29,15:00:00,21:12:00,6.2,310,450,4.5,False,True,False
18899,AC -18899,2026-03-07,True,Kochi,Trivandrum,Green Line,AC Seater,45,31,11:30:00,02:42:00,15.2,761,800,4.0,False,True,False
18900,AC -18900,2026-03-07,True,Kochi,Trivandrum,BSRTC,AC Semi-Sleeper,40,13,09:00:00,14:30:00,5.5,276,350,3.9,False,True,False
18901,MUL-18901,2026-03-07,True,Kochi,Trivandrum,APSRTC,Multi-Axle Volvo,43,31,20:30:00,11:42:00,15.2,762,1500,4.5,False,True,False
18902,VOL-18902,2026-03-07,True,Kochi,Trivandrum,Orange Travels,Volvo AC,40,33,18:30:00,05:18:00,10.8,541,950,4.6,False,True,False
18903,ELE-18903,2026-03-07,True,Kochi,Trivandrum,Sharma Travels,Electric Bus,40,40,04:00:00,08:24:00,4.4,221,300,4.2,True,True,False
18904,NON-18904,2026-03-07,True,Kochi,Trivandrum,MSRTC,Non-AC Sleeper,40,31,22:00:00,11:06:00,13.1,656,650,3.8,True,True,False
18905,NON-18905,2026-03-07,True,Kochi,Trivandrum,Goa RTC,Non-AC Sleeper,40,29,23:00:00,04:06:00,5.1,256,250,3.8,True,True,False
18906,AC -18906,2026-03-07,True,Kochi,Trivandrum,KSRTC,AC Sleeper,35,26,21:00:00,06:00:00,9.0,449,650,4.3,True,True,False
18907,AC -18907,2026-03-07,True,Pune,Goa,SRS Travels,AC Semi-Sleeper,40,7,05:30:00,18:48:00,13.3,666,800,4.1,True,True,False
18908,ELE-18908,2026-03-07,True,Pune,Goa,SETC,Electric Bus,40,30,08:30:00,12:24:00,3.9,195,250,4.2,False,True,False
18909,AC -18909,2026-03-07,True,Pune,Goa,National Travels,AC Seater,45,34,11:30:00,23:12:00,11.7,585,600,4.2,False,True,False
18910,ELE-18910,2026-03-07,True,Pune,Goa,Sharma Travels,Electric Bus,40,12,10:00:00,18:54:00,8.9,447,550,4.4,False,True,False
18911,NON-18911,2026-03-07,True,Pune,Goa,SRS Travels,Non-AC Seater,50,33,11:00:00,17:54:00,6.9,345,300,3.9,False,True,False
18912,MUL-18912,2026-03-07,True,Pune,Goa,DTC,Multi-Axle Volvo,43,24,20:30:00,03:12:00,6.7,336,650,4.2,False,True,False
18913,MUL-18913,2026-03-07,True,Pune,Goa,TNSTC,Multi-Axle Volvo,43,36,17:00:00,07:48:00,14.8,740,1500,4.2,False,True,False
18914,VOL-18914,2026-03-07,True,Pune,Goa,RSRTC,Volvo AC,40,14,21:00:00,00:12:00,3.2,161,300,4.1,True,True,False
18915,MUL-18915,2026-03-07,True,Pune,Goa,KPN Travels,Multi-Axle Volvo,43,11,21:30:00,02:18:00,4.8,240,500,4.4,True,True,False
18916,AC -18916,2026-03-07,True,Pune,Goa,RedBus Express,AC Semi-Sleeper,40,18,01:00:00,04:42:00,3.7,187,200,4.1,True,True,False
18917,MUL-18917,2026-03-07,True,Pune,Goa,Orange Travels,Multi-Axle Volvo,43,6,23:00:00,02:30:00,3.5,173,350,4.5,True,True,False
18918,VOL-18918,2026-03-07,True,Ahmedabad,Surat,Sharma Travels,Volvo AC,40,18,07:30:00,13:24:00,29.9,1496,2650,4.5,False,True,False
18919,NON-18919,2026-03-07,True,Ahmedabad,Surat,SRS Travels,Non-AC Seater,50,19,08:00:00,03:00:00,19.0,948,750,4.1,False,True,False
18920,VOL-18920,2026-03-07,True,Ahmedabad,Surat,MSRTC,Volvo AC,40,40,09:30:00,15:30:00,6.0,302,550,4.4,False,True,False
18921,VOL-18921,2026-03-07,True,Ahmedabad,Surat,Mahasagar Travels,Volvo AC,40,10,09:00:00,00:30:00,15.5,774,1350,4.4,False,True,False
18922,AC -18922,2026-03-07,True,Ahmedabad,Surat,CSRTC,AC Sleeper,35,17,16:00:00,04:12:00,12.2,608,900,4.1,False,True,False
18923,AC -18923,2026-03-07,True,Ahmedabad,Surat,TNSTC,AC Seater,45,5,20:30:00,21:00:00,24.5,1227,1300,3.7,False,True,False
18924,NON-18924,2026-03-07,True,Ahmedabad,Surat,DTC,Non-AC Sleeper,40,22,18:30:00,03:54:00,9.4,472,450,3.7,False,True,False
18925,VOL-18925,2026-03-07,True,Ahmedabad,Surat,Kaveri Travels,Volvo AC,40,8,03:00:00,21:06:00,18.1,905,1600,4.6,True,True,False
18926,MUL-18926,2026-03-07,True,Ahmedabad,Surat,Goa RTC,Multi-Axle Volvo,43,23,23:30:00,06:48:00,7.3,365,750,4.2,True,True,False
18927,NON-18927,2026-03-07,True,Ahmedabad,Surat,Sharma Travels,Non-AC Sleeper,40,5,02:00:00,18:06:00,16.1,803,750,4.2,True,True,False
18928,NON-18928,2026-03-07,True,Ahmedabad,Surat,Orange Travels,Non-AC Seater,50,16,21:30:00,14:18:00,16.8,842,650,3.9,True,True,False
18929,AC -18929,2026-03-07,True,Ahmedabad,Surat,Parveen Travels,AC Semi-Sleeper,40,5,00:00:00,02:24:00,26.4,1321,1600,4.3,True,True,False
18930,AC -18930,2026-03-07,True,Jaipur,Udaipur,OSRTC,AC Sleeper,35,27,05:00:00,09:48:00,28.8,1440,2050,4.0,True,True,False
18931,AC -18931,2026-03-07,True,Jaipur,Udaipur,Kaveri Travels,AC Seater,45,36,06:00:00,15:48:00,9.8,489,500,4.3,False,True,False
18932,ELE-18932,2026-03-07,True,Jaipur,Udaipur,PEPSU,Electric Bus,40,37,15:00:00,07:48:00,16.8,842,1100,4.1,False,True,False
18933,AC -18933,2026-03-07,True,Jaipur,Udaipur,HRTC,AC Semi-Sleeper,40,22,10:00:00,02:42:00,16.7,833,1000,3.9,False,True,False
18934,VOL-18934,2026-03-07,True,Jaipur,Udaipur,Mahasagar Travels,Volvo AC,40,32,14:00:00,21:54:00,7.9,396,700,4.3,False,True,False
18935,AC -18935,2026-03-07,True,Jaipur,Udaipur,HRTC,AC Seater,45,43,18:00:00,04:00:00,10.0,498,500,3.9,False,True,False
18936,NON-18936,2026-03-07,True,Jaipur,Udaipur,Raj Travels,Non-AC Sleeper,40,28,18:30:00,23:54:00,29.4,1470,1400,4.2,False,True,False
18937,AC -18937,2026-03-07,True,Jaipur,Udaipur,KPN Travels,AC Seater,45,36,22:30:00,05:12:00,6.7,335,350,4.2,True,True,False
18938,NON-18938,2026-03-07,True,Jaipur,Udaipur,Green Line,Non-AC Sleeper,40,25,01:00:00,18:36:00,17.6,878,850,4.0,True,True,False
18939,AC -18939,2026-03-07,True,Jaipur,Udaipur,Paulo Travels,AC Sleeper,35,10,23:30:00,17:30:00,18.0,900,1300,4.3,True,True,False
18940,AC -18940,2026-03-07,True,Delhi,Haridwar,WBTC,AC Semi-Sleeper,40,9,06:00:00,13:48:00,7.8,388,450,3.9,False,True,False
18941,MUL-18941,2026-03-07,True,Delhi,Haridwar,Konduskar Travels,Multi-Axle Volvo,43,39,07:30:00,15:24:00,7.9,394,800,4.6,False,True,False
18942,MUL-18942,2026-03-07,True,Delhi,Haridwar,OSRTC,Multi-Axle Volvo,43,39,14:00:00,23:00:00,9.0,448,900,4.2,False,True,False
18943,AC -18943,2026-03-07,True,Delhi,Haridwar,WBTC,AC Seater,45,42,09:30:00,17:42:00,8.2,410,450,3.9,False,True,False
18944,ELE-18944,2026-03-07,True,Delhi,Haridwar,Garuda Travels,Electric Bus,40,6,10:00:00,15:24:00,5.4,268,350,4.2,False,True,False
18945,NON-18945,2026-03-07,True,Delhi,Haridwar,TNSTC,Non-AC Sleeper,40,33,18:00:00,01:54:00,7.9,395,400,3.9,False,True,False
18946,AC -18946,2026-03-07,True,Delhi,Haridwar,CSRTC,AC Semi-Sleeper,40,10,19:00:00,22:30:00,3.5,177,200,4.1,False,True,False
18947,VOL-18947,2026-03-07,True,Delhi,Haridwar,Konduskar Travels,Volvo AC,40,32,00:00:00,15:30:00,15.5,777,1350,4.6,True,True,False
18948,NON-18948,2026-03-07,True,Delhi,Haridwar,Paulo Travels,Non-AC Seater,50,40,03:00:00,11:06:00,8.1,404,300,4.2,True,True,False
18949,MUL-18949,2026-03-07,True,Delhi,Haridwar,DTC,Multi-Axle Volvo,43,29,22:00:00,06:24:00,8.4,418,850,4.2,True,True,False
18950,MUL-18950,2026-03-07,True,Delhi,Shimla,GSRTC,Multi-Axle Volvo,43,14,05:30:00,12:24:00,6.9,346,700,4.3,True,True,False
18951,VOL-18951,2026-03-07,True,Delhi,Shimla,Skyline Travels,Volvo AC,40,31,08:30:00,12:24:00,3.9,195,350,4.5,False,True,False
18952,MUL-18952,2026-03-07,True,Delhi,Shimla,Green Line,Multi-Axle Volvo,43,32,11:30:00,19:06:00,7.6,382,750,4.5,False,True,False
18953,NON-18953,2026-03-07,True,Delhi,Shimla,DTC,Non-AC Seater,50,23,11:00:00,16:06:00,5.1,254,200,3.8,False,True,False
18954,AC -18954,2026-03-07,True,Delhi,Shimla,PEPSU,AC Semi-Sleeper,40,24,15:00:00,04:06:00,13.1,656,800,4.1,False,True,False
18955,VOL-18955,2026-03-07,True,Delhi,Shimla,Goa RTC,Volvo AC,40,22,19:00:00,04:00:00,9.0,452,800,4.2,False,True,False
18956,NON-18956,2026-03-07,True,Delhi,Shimla,DTC,Non-AC Seater,50,10,18:00:00,08:54:00,14.9,743,600,3.6,False,True,False
18957,NON-18957,2026-03-07,True,Delhi,Shimla,Goa RTC,Non-AC Sleeper,40,29,21:00:00,07:42:00,10.7,534,500,3.9,True,True,False
18958,NON-18958,2026-03-07,True,Delhi,Manali,Skyline Travels,Non-AC Sleeper,40,10,05:00:00,10:12:00,5.2,258,250,4.1,True,True,False
18959,NON-18959,2026-03-07,True,Delhi,Manali,PRTC,Non-AC Seater,50,46,08:00:00,14:24:00,6.4,322,250,3.8,False,True,False
18960,AC -18960,2026-03-07,True,Delhi,Manali,Sharma Travels,AC Seater,45,24,11:30:00,16:42:00,5.2,260,250,4.3,False,True,False
18961,AC -18961,2026-03-07,True,Delhi,Manali,Bharathi Travels,AC Semi-Sleeper,40,9,11:00:00,02:42:00,15.7,787,950,4.2,False,True,False
18962,AC -18962,2026-03-07,True,Delhi,Manali,Sharma Travels,AC Semi-Sleeper,40,28,12:00:00,02:42:00,14.7,736,900,4.3,False,True,False
18963,NON-18963,2026-03-07,True,Delhi,Manali,ASTC,Non-AC Seater,50,20,17:00:00,03:30:00,10.5,527,400,3.7,False,True,False
18964,NON-18964,2026-03-07,True,Delhi,Manali,KPN Travels,Non-AC Sleeper,40,11,18:30:00,07:12:00,12.7,634,600,4.2,False,True,False
18965,MUL-18965,2026-03-07,True,Delhi,Manali,KK Travels,Multi-Axle Volvo,43,33,04:00:00,16:18:00,12.3,613,1250,4.8,True,True,False
18966,NON-18966,2026-03-07,True,Delhi,Manali,Green Line,Non-AC Seater,50,17,22:00:00,13:30:00,15.5,776,600,3.8,True,True,False
18967,AC -18967,2026-03-07,True,Delhi,Manali,Orange Travels,AC Sleeper,35,28,22:30:00,10:18:00,11.8,591,850,4.6,True,True,False
18968,AC -18968,2026-03-07,True,Delhi,Manali,KPN Travels,AC Seater,45,15,21:00:00,10:18:00,13.3,666,700,4.4,True,True,False
18969,NON-18969,2026-03-07,True,Mumbai,Ahmedabad,KK Travels,Non-AC Seater,50,5,08:00:00,11:54:00,27.9,1397,1100,4.1,False,True,False
18970,NON-18970,2026-03-07,True,Mumbai,Ahmedabad,JRTC,Non-AC Seater,50,32,06:30:00,05:18:00,22.8,1140,900,3.6,False,True,False
18971,ELE-18971,2026-03-07,True,Mumbai,Ahmedabad,IntrCity SmartBus,Electric Bus,40,14,10:30:00,13:36:00,27.1,1355,1750,4.4,False,True,False
18972,AC -18972,2026-03-07,True,Mumbai,Ahmedabad,RedBus Express,AC Semi-Sleeper,40,23,12:00:00,19:18:00,31.3,1566,1900,4.2,False,True,False
18973,AC -18973,2026-03-07,True,Mumbai,Ahmedabad,Jabbar Travels,AC Sleeper,35,30,09:00:00,02:54:00,17.9,896,1300,4.4,False,True,False
18974,MUL-18974,2026-03-07,True,Mumbai,Ahmedabad,RSRTC,Multi-Axle Volvo,43,40,17:00:00,18:42:00,25.7,1285,2550,4.4,False,True,False
18975,AC -18975,2026-03-07,True,Mumbai,Ahmedabad,Konduskar Travels,AC Semi-Sleeper,40,11,19:00:00,13:12:00,18.2,909,1100,4.3,False,True,False
18976,NON-18976,2026-03-07,True,Mumbai,Ahmedabad,SR Travels,Non-AC Seater,50,24,23:30:00,07:42:00,32.2,1610,1300,3.9,True,True,False
18977,AC -18977,2026-03-07,True,Mumbai,Ahmedabad,Kaveri Travels,AC Seater,45,43,21:30:00,17:36:00,20.1,1005,1050,4.3,True,True,False
18978,ELE-18978,2026-03-07,True,Mumbai,Ahmedabad,Bharathi Travels,Electric Bus,40,19,00:00:00,10:30:00,34.5,1725,2200,4.5,True,True,False
18979,VOL-18979,2026-03-07,True,Mumbai,Ahmedabad,Green Line,Volvo AC,40,6,22:30:00,23:18:00,24.8,1240,2200,4.5,True,True,False
18980,ELE-18980,2026-03-07,True,Mumbai,Ahmedabad,WBTC,Electric Bus,40,17,02:00:00,18:00:00,16.0,800,1000,3.9,True,True,False
18981,AC -18981,2026-03-07,True,Mumbai,Indore,National Travels,AC Seater,45,21,08:30:00,01:54:00,17.4,872,900,4.4,False,True,False
18982,AC -18982,2026-03-07,True,Mumbai,Indore,SRS Travels,AC Semi-Sleeper,40,26,05:00:00,04:06:00,23.1,1153,1400,4.2,True,True,False
18983,AC -18983,2026-03-07,True,Mumbai,Indore,SETC,AC Semi-Sleeper,40,23,09:00:00,00:42:00,15.7,785,950,4.2,False,True,False
18984,MUL-18984,2026-03-07,True,Mumbai,Indore,BMTC,Multi-Axle Volvo,43,37,12:00:00,10:36:00,22.6,1132,2250,4.5,False,True,False
18985,AC -18985,2026-03-07,True,Mumbai,Indore,RSRTC,AC Sleeper,35,24,10:00:00,07:42:00,21.7,1083,1550,4.3,False,True,False
18986,AC -18986,2026-03-07,True,Mumbai,Indore,Garuda Travels,AC Semi-Sleeper,40,9,20:00:00,08:06:00,12.1,607,750,4.4,False,True,False
18987,AC -18987,2026-03-07,True,Mumbai,Indore,Garuda Travels,AC Seater,45,14,19:30:00,19:36:00,24.1,1204,1250,4.3,False,True,False
18988,AC -18988,2026-03-07,True,Mumbai,Indore,HRTC,AC Seater,45,32,00:00:00,01:18:00,25.3,1265,1300,4.0,True,True,False
18989,MUL-18989,2026-03-07,True,Mumbai,Indore,MSRTC,Multi-Axle Volvo,43,33,23:30:00,03:00:00,27.5,1375,2750,4.5,True,True,False
18990,AC -18990,2026-03-07,True,Mumbai,Indore,OSRTC,AC Seater,45,19,21:00:00,03:06:00,6.1,304,300,3.9,True,True,False
18991,VOL-18991,2026-03-07,True,Bangalore,Goa,Paulo Travels,Volvo AC,40,21,06:30:00,22:18:00,15.8,790,1400,4.4,False,True,False
18992,NON-18992,2026-03-07,True,Bangalore,Goa,Goa RTC,Non-AC Seater,50,37,07:30:00,21:06:00,13.6,680,550,3.8,False,True,False
18993,AC -18993,2026-03-07,True,Bangalore,Goa,Goa RTC,AC Seater,45,25,11:00:00,15:30:00,4.5,224,250,4.0,False,True,False
18994,ELE-18994,2026-03-07,True,Bangalore,Goa,Parveen Travels,Electric Bus,40,8,11:30:00,00:24:00,12.9,646,850,4.3,False,True,False
18995,VOL-18995,2026-03-07,True,Bangalore,Goa,Orange Travels,Volvo AC,40,29,16:00:00,02:18:00,10.3,516,900,4.4,False,True,False
18996,NON-18996,2026-03-07,True,Bangalore,Goa,Orange Travels,Non-AC Seater,50,16,17:30:00,01:42:00,8.2,412,350,4.2,False,True,False
18997,VOL-18997,2026-03-07,True,Bangalore,Goa,Raj Travels,Volvo AC,40,14,20:30:00,09:06:00,12.6,629,1100,4.7,False,True,False
18998,VOL-18998,2026-03-07,True,Bangalore,Goa,TSRTC,Volvo AC,40,29,03:00:00,09:54:00,6.9,346,600,4.2,True,True,False
18999,NON-18999,2026-03-07,True,Bangalore,Hyderabad,Parveen Travels,Non-AC Seater,50,42,05:30:00,20:24:00,38.9,1944,1550,4.1,True,True,False
19000,AC -19000,2026-03-07,True,Bangalore,Hyderabad,BMTC,AC Sleeper,35,14,07:00:00,03:48:00,20.8,1040,1500,4.0,False,True,False
19001,VOL-19001,2026-03-07,True,Bangalore,Hyderabad,BMTC,Volvo AC,40,5,11:30:00,07:48:00,20.3,1016,1800,4.4,False,True,False
19002,VOL-19002,2026-03-07,True,Bangalore,Hyderabad,Parveen Travels,Volvo AC,40,35,13:00:00,05:36:00,16.6,830,1450,4.5,False,True,False
19003,NON-19003,2026-03-07,True,Bangalore,Hyderabad,JRTC,Non-AC Sleeper,40,7,09:00:00,13:48:00,28.8,1439,1400,4.0,False,True,False
19004,NON-19004,2026-03-07,True,Bangalore,Hyderabad,Sharma Travels,Non-AC Sleeper,40,33,19:30:00,02:06:00,30.6,1528,1450,4.0,False,True,False
19005,NON-19005,2026-03-07,True,Bangalore,Hyderabad,Shrinath Travels,Non-AC Sleeper,40,20,20:30:00,05:54:00,33.4,1672,1600,4.2,False,True,False
19006,AC -19006,2026-03-07,True,Bangalore,Hyderabad,TSRTC,AC Semi-Sleeper,40,6,22:30:00,01:48:00,27.3,1364,1650,3.9,True,True,False
19007,AC -19007,2026-03-07,True,Bangalore,Hyderabad,SRS Travels,AC Sleeper,35,25,23:30:00,23:30:00,24.0,1202,1750,4.5,True,True,False
19008,MUL-19008,2026-03-07,True,Bangalore,Hyderabad,Orange Travels,Multi-Axle Volvo,43,33,22:00:00,10:54:00,36.9,1847,3700,4.6,True,True,False
19009,AC -19009,2026-03-07,True,Bangalore,Hyderabad,GSRTC,AC Sleeper,35,17,00:00:00,20:30:00,20.5,1023,1450,3.9,True,True,False
19010,NON-19010,2026-03-07,True,Chennai,Bangalore,SETC,Non-AC Sleeper,40,5,07:30:00,20:36:00,37.1,1855,1800,4.0,False,True,False
19011,MUL-19011,2026-03-07,True,Chennai,Bangalore,PEPSU,Multi-Axle Volvo,43,21,05:30:00,17:48:00,36.3,1815,3650,4.3,True,True,False
19012,AC -19012,2026-03-07,True,Chennai,Bangalore,Paulo Travels,AC Sleeper,35,30,16:00:00,11:18:00,19.3,966,1400,4.4,False,True,False
19013,MUL-19013,2026-03-07,True,Chennai,Bangalore,SETC,Multi-Axle Volvo,43,25,09:00:00,18:42:00,33.7,1685,3350,4.2,False,True,False
19014,ELE-19014,2026-03-07,True,Chennai,Bangalore,HRTC,Electric Bus,40,27,09:30:00,17:18:00,31.8,1588,2050,4.1,False,True,False
19015,ELE-19015,2026-03-07,True,Chennai,Bangalore,ASTC,Electric Bus,40,18,19:00:00,04:24:00,33.4,1671,2150,4.1,False,True,False
19016,AC -19016,2026-03-07,True,Chennai,Bangalore,PEPSU,AC Sleeper,35,11,20:00:00,08:24:00,36.4,1819,2600,3.9,False,True,False
19017,AC -19017,2026-03-07,True,Chennai,Bangalore,IntrCity SmartBus,AC Seater,45,12,21:30:00,21:36:00,24.1,1203,1250,4.1,True,True,False
19018,AC -19018,2026-03-07,True,Chennai,Bangalore,UPSRTC,AC Seater,45,6,23:30:00,15:48:00,16.3,813,850,4.1,True,True,False
19019,ELE-19019,2026-03-07,True,Kochi,Bangalore,BMTC,Electric Bus,40,12,05:00:00,15:12:00,10.2,511,650,4.2,True,True,False
19020,ELE-19020,2026-03-07,True,Kochi,Bangalore,Raj Travels,Electric Bus,40,38,08:00:00,22:18:00,14.3,716,900,4.4,False,True,False
19021,MUL-19021,2026-03-07,True,Kochi,Bangalore,Mahasagar Travels,Multi-Axle Volvo,43,6,11:00:00,02:18:00,15.3,767,1550,4.4,False,True,False
19022,NON-19022,2026-03-07,True,Kochi,Bangalore,RSRTC,Non-AC Sleeper,40,26,15:00:00,19:42:00,4.7,234,200,3.6,False,True,False
19023,NON-19023,2026-03-07,True,Kochi,Bangalore,IntrCity SmartBus,Non-AC Sleeper,40,25,11:30:00,14:48:00,3.3,164,150,4.0,False,True,False
19024,AC -19024,2026-03-07,True,Kochi,Bangalore,GSRTC,AC Seater,45,16,18:00:00,09:42:00,15.7,785,800,3.8,False,True,False
19025,ELE-19025,2026-03-07,True,Kochi,Bangalore,BMTC,Electric Bus,40,27,20:00:00,05:48:00,9.8,491,650,4.1,False,True,False
